,song,surprise,Album,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Popularity,Unnamed: 0,venue_name,state,date,names
135,nothing new,normal song,Red (Taylor's Version),0.606,0.377,0.0,-9.455,1.0,0.0275,0.817,0.0,0.154,0.446,101.96,77.0,15.0,Lincoln Financial Field,Pennsylvania,2023-05-12,nothing new
136,nothing new,normal song,Red (Taylor's Version),0.606,0.377,0.0,-9.455,1.0,0.0275,0.817,0.0,0.154,0.446,101.96,77.0,16.0,Nissan Stadium,Tennessee,2023-05-07,nothing new
137,nothing new,normal song,Red (Taylor's Version),0.606,0.377,0.0,-9.455,1.0,0.0275,0.817,0.0,0.154,0.446,101.96,77.0,17.0,Nissan Stadium,Tennessee,2023-05-06,nothing new
138,nothing new,normal song,Red (Taylor's Version),0.606,0.377,0.0,-9.455,1.0,0.0275,0.817,0.0,0.154,0.446,101.96,77.0,18.0,Nissan Stadium,Tennessee,2023-05-05,nothing new
139,long live,normal song,Speak Now (Taylor's Version),0.375,0.65,0.0,-4.031,1.0,0.0402,0.0122,0.0,0.189,0.0752,203.89,85.0,2.0,SoFi Stadium,California,2023-08-09,long live
140,long live,normal song,Speak Now (Taylor's Version),0.375,0.65,0.0,-4.031,1.0,0.0402,0.0122,0.0,0.189,0.0752,203.89,85.0,3.0,SoFi Stadium,California,2023-08-08,long live
141,long live,normal song,Speak Now (Taylor's Version),0.375,0.65,0.0,-4.031,1.0,0.0402,0.0122,0.0,0.189,0.0752,203.89,85.0,4.0,SoFi Stadium,California,2023-08-07,long live
142,long live,normal song,Speak Now (Taylor's Version),0.375,0.65,0.0,-4.031,1.0,0.0402,0.0122,0.0,0.189,0.0752,203.89,85.0,5.0,SoFi Stadium,California,2023-08-05,long live
143,long live,normal song,Speak Now (Taylor's Version),0.375,0.65,0.0,-4.031,1.0,0.0402,0.0122,0.0,0.189,0.0752,203.89,85.0,6.0,SoFi Stadium,California,2023-08-04,long live
144,long live,normal song,Speak Now (Taylor's Version),0.375,0.65,0.0,-4.031,1.0,0.0402,0.0122,0.0,0.189,0.0752,203.89,85.0,7.0,SoFi Stadium,California,2023-08-03,long live
145,long live,normal song,Speak Now (Taylor's Version),0.375,0.65,0.0,-4.031,1.0,0.0402,0.0122,0.0,0.189,0.0752,203.89,85.0,8.0,Levi's Stadium,California,2023-07-29,long live
146,long live,normal song,Speak Now (Taylor's Version),0.375,0.65,0.0,-4.031,1.0,0.0402,0.0122,0.0,0.189,0.0752,203.89,85.0,9.0,Levi's Stadium,California,2023-07-28,long live
147,long live,normal song,Speak Now (Taylor's Version),0.375,0.65,0.0,-4.031,1.0,0.0402,0.0122,0.0,0.189,0.0752,203.89,85.0,10.0,Lumen Field,Washington,2023-07-23,long live
148,long live,normal song,Speak Now (Taylor's Version),0.375,0.65,0.0,-4.031,1.0,0.0402,0.0122,0.0,0.189,0.0752,203.89,85.0,11.0,Lumen Field,Washington,2023-07-22,long live
149,long live,normal song,Speak Now (Taylor's Version),0.375,0.65,0.0,-4.031,1.0,0.0402,0.0122,0.0,0.189,0.0752,203.89,85.0,12.0,Empower Field at Mile High,Colorado,2023-07-15,long live
150,long live,normal song,Speak Now (Taylor's Version),0.375,0.65,0.0,-4.031,1.0,0.0402,0.0122,0.0,0.189,0.0752,203.89,85.0,13.0,Empower Field at Mile High,Colorado,2023-07-14,long live
151,long live,normal song,Speak Now (Taylor's Version),0.375,0.65,0.0,-4.031,1.0,0.0402,0.0122,0.0,0.189,0.0752,203.89,85.0,14.0,GEHA Field at Arrowhead Stadium,Missouri,2023-07-08,long live
152,long live,normal song,Speak Now (Taylor's Version),0.375,0.65,0.0,-4.031,1.0,0.0402,0.0122,0.0,0.189,0.0752,203.89,85.0,15.0,GEHA Field at Arrowhead Stadium,Missouri,2023-07-07,long live
153,tis the damn season,normal song,evermore (deluxe version),0.575,0.434,5.0,-8.193,1.0,0.0312,0.735,6.59e-05,0.105,0.348,145.916,73.0,12.0,Empower Field at Mile High,Colorado,2023-07-15,tis the damn season
154,tis the damn season,normal song,evermore (deluxe version),0.575,0.434,5.0,-8.193,1.0,0.0312,0.735,6.59e-05,0.105,0.348,145.916,73.0,13.0,Empower Field at Mile High,Colorado,2023-07-14,tis the damn season
155,tis the damn season,normal song,evermore (deluxe version),0.575,0.434,5.0,-8.193,1.0,0.0312,0.735,6.59e-05,0.105,0.348,145.916,73.0,14.0,GEHA Field at Arrowhead Stadium,Missouri,2023-07-08,tis the damn season
156,tis the damn season,normal song,evermore (deluxe version),0.575,0.434,5.0,-8.193,1.0,0.0312,0.735,6.59e-05,0.105,0.348,145.916,73.0,15.0,GEHA Field at Arrowhead Stadium,Missouri,2023-07-07,tis the damn season
157,tis the damn season,normal song,evermore (deluxe version),0.575,0.434,5.0,-8.193,1.0,0.0312,0.735,6.59e-05,0.105,0.348,145.916,73.0,16.0,Paycor Stadium,Ohio,2023-07-01,tis the damn season
158,tis the damn season,normal song,evermore (deluxe version),0.575,0.434,5.0,-8.193,1.0,0.0312,0.735,6.59e-05,0.105,0.348,145.916,73.0,17.0,Paycor Stadium,Ohio,2023-06-30,tis the damn season
159,tis the damn season,normal song,evermore (deluxe version),0.575,0.434,5.0,-8.193,1.0,0.0312,0.735,6.59e-05,0.105,0.348,145.916,73.0,18.0,U.S. Bank Stadium,Minnesota,2023-06-24,tis the damn season
160,tis the damn season,normal song,evermore (deluxe version),0.575,0.434,5.0,-8.193,1.0,0.0312,0.735,6.59e-05,0.105,0.348,145.916,73.0,19.0,U.S. Bank Stadium,Minnesota,2023-06-23,tis the damn season
161,tis the damn season,normal song,evermore (deluxe version),0.575,0.434,5.0,-8.193,1.0,0.0312,0.735,6.59e-05,0.105,0.348,145.916,73.0,0.0,Acrisure Stadium,Pennsylvania,2023-06-17,tis the damn season
162,tis the damn season,normal song,evermore (deluxe version),0.575,0.434,5.0,-8.193,1.0,0.0312,0.735,6.59e-05,0.105,0.348,145.916,73.0,1.0,Acrisure Stadium,Pennsylvania,2023-06-16,tis the damn season
163,tis the damn season,normal song,evermore (deluxe version),0.575,0.434,5.0,-8.193,1.0,0.0312,0.735,6.59e-05,0.105,0.348,145.916,73.0,2.0,Ford Field,Michigan,2023-06-10,tis the damn season
164,tis the damn season,normal song,evermore (deluxe version),0.575,0.434,5.0,-8.193,1.0,0.0312,0.735,6.59e-05,0.105,0.348,145.916,73.0,3.0,Ford Field,Michigan,2023-06-09,tis the damn season
165,tis the damn season,normal song,evermore (deluxe version),0.575,0.434,5.0,-8.193,1.0,0.0312,0.735,6.59e-05,0.105,0.348,145.916,73.0,4.0,Soldier Field,Illinois,2023-06-04,tis the damn season
166,tis the damn season,normal song,evermore (deluxe version),0.575,0.434,5.0,-8.193,1.0,0.0312,0.735,6.59e-05,0.105,0.348,145.916,73.0,5.0,Soldier Field,Illinois,2023-06-03,tis the damn season
167,tis the damn season,normal song,evermore (deluxe version),0.575,0.434,5.0,-8.193,1.0,0.0312,0.735,6.59e-05,0.105,0.348,145.916,73.0,6.0,Soldier Field,Illinois,2023-06-02,tis the damn season
168,tis the damn season,normal song,evermore (deluxe version),0.575,0.434,5.0,-8.193,1.0,0.0312,0.735,6.59e-05,0.105,0.348,145.916,73.0,7.0,MetLife Stadium,New Jersey,2023-05-28,tis the damn season
169,tis the damn season,normal song,evermore (deluxe version),0.575,0.434,5.0,-8.193,1.0,0.0312,0.735,6.59e-05,0.105,0.348,145.916,73.0,8.0,MetLife Stadium,New Jersey,2023-05-27,tis the damn season
170,tis the damn season,normal song,evermore (deluxe version),0.575,0.434,5.0,-8.193,1.0,0.0312,0.735,6.59e-05,0.105,0.348,145.916,73.0,9.0,MetLife Stadium,New Jersey,2023-05-26,tis the damn season
171,tis the damn season,normal song,evermore (deluxe version),0.575,0.434,5.0,-8.193,1.0,0.0312,0.735,6.59e-05,0.105,0.348,145.916,73.0,10.0,Gillette Stadium,Massachusetts,2023-05-21,tis the damn season
172,tis the damn season,normal song,evermore (deluxe version),0.575,0.434,5.0,-8.193,1.0,0.0312,0.735,6.59e-05,0.105,0.348,145.916,73.0,11.0,Gillette Stadium,Massachusetts,2023-05-20,tis the damn season
173,tis the damn season,normal song,evermore (deluxe version),0.575,0.434,5.0,-8.193,1.0,0.0312,0.735,6.59e-05,0.105,0.348,145.916,73.0,12.0,Gillette Stadium,Massachusetts,2023-05-19,tis the damn season
174,tis the damn season,normal song,evermore (deluxe version),0.575,0.434,5.0,-8.193,1.0,0.0312,0.735,6.59e-05,0.105,0.348,145.916,73.0,13.0,Lincoln Financial Field,Pennsylvania,2023-05-14,tis the damn season
175,tis the damn season,normal song,evermore (deluxe version),0.575,0.434,5.0,-8.193,1.0,0.0312,0.735,6.59e-05,0.105,0.348,145.916,73.0,14.0,Lincoln Financial Field,Pennsylvania,2023-05-13,tis the damn season
176,tis the damn season,normal song,evermore (deluxe version),0.575,0.434,5.0,-8.193,1.0,0.0312,0.735,6.59e-05,0.105,0.348,145.916,73.0,15.0,Lincoln Financial Field,Pennsylvania,2023-05-12,tis the damn season
177,tis the damn season,normal song,evermore (deluxe version),0.575,0.434,5.0,-8.193,1.0,0.0312,0.735,6.59e-05,0.105,0.348,145.916,73.0,16.0,Nissan Stadium,Tennessee,2023-05-07,tis the damn season
178,tis the damn season,normal song,evermore (deluxe version),0.575,0.434,5.0,-8.193,1.0,0.0312,0.735,6.59e-05,0.105,0.348,145.916,73.0,17.0,Nissan Stadium,Tennessee,2023-05-06,tis the damn season
179,tis the damn season,normal song,evermore (deluxe version),0.575,0.434,5.0,-8.193,1.0,0.0312,0.735,6.59e-05,0.105,0.348,145.916,73.0,18.0,Nissan Stadium,Tennessee,2023-05-05,tis the damn season
180,tis the damn season,normal song,evermore (deluxe version),0.575,0.434,5.0,-8.193,1.0,0.0312,0.735,6.59e-05,0.105,0.348,145.916,73.0,19.0,Mercedes-Benz Stadium,Georgia,2023-04-30,tis the damn season
181,tis the damn season,normal song,evermore (deluxe version),0.575,0.434,5.0,-8.193,1.0,0.0312,0.735,6.59e-05,0.105,0.348,145.916,73.0,0.0,Mercedes-Benz Stadium,Georgia,2023-04-29,tis the damn season
182,tis the damn season,normal song,evermore (deluxe version),0.575,0.434,5.0,-8.193,1.0,0.0312,0.735,6.59e-05,0.105,0.348,145.916,73.0,1.0,Mercedes-Benz Stadium,Georgia,2023-04-28,tis the damn season
183,tis the damn season,normal song,evermore (deluxe version),0.575,0.434,5.0,-8.193,1.0,0.0312,0.735,6.59e-05,0.105,0.348,145.916,73.0,2.0,NRG Stadium,Texas,2023-04-23,tis the damn season
184,tis the damn season,normal song,evermore (deluxe version),0.575,0.434,5.0,-8.193,1.0,0.0312,0.735,6.59e-05,0.105,0.348,145.916,73.0,3.0,NRG Stadium,Texas,2023-04-22,tis the damn season
185,tis the damn season,normal song,evermore (deluxe version),0.575,0.434,5.0,-8.193,1.0,0.0312,0.735,6.59e-05,0.105,0.348,145.916,73.0,4.0,NRG Stadium,Texas,2023-04-21,tis the damn season
186,tis the damn season,normal song,evermore (deluxe version),0.575,0.434,5.0,-8.193,1.0,0.0312,0.735,6.59e-05,0.105,0.348,145.916,73.0,5.0,Raymond James Stadium,Florida,2023-04-15,tis the damn season
187,tis the damn season,normal song,evermore (deluxe version),0.575,0.434,5.0,-8.193,1.0,0.0312,0.735,6.59e-05,0.105,0.348,145.916,73.0,6.0,Raymond James Stadium,Florida,2023-04-14,tis the damn season
188,tis the damn season,normal song,evermore (deluxe version),0.575,0.434,5.0,-8.193,1.0,0.0312,0.735,6.59e-05,0.105,0.348,145.916,73.0,7.0,Raymond James Stadium,Florida,2023-04-13,tis the damn season
189,tis the damn season,normal song,evermore (deluxe version),0.575,0.434,5.0,-8.193,1.0,0.0312,0.735,6.59e-05,0.105,0.348,145.916,73.0,8.0,AT&T Stadium,Texas,2023-04-02,tis the damn season
190,tis the damn season,normal song,evermore (deluxe version),0.575,0.434,5.0,-8.193,1.0,0.0312,0.735,6.59e-05,0.105,0.348,145.916,73.0,9.0,AT&T Stadium,Texas,2023-04-01,tis the damn season
191,tis the damn season,normal song,evermore (deluxe version),0.575,0.434,5.0,-8.193,1.0,0.0312,0.735,6.59e-05,0.105,0.348,145.916,73.0,10.0,AT&T Stadium,Texas,2023-03-31,tis the damn season
192,tis the damn season,normal song,evermore (deluxe version),0.575,0.434,5.0,-8.193,1.0,0.0312,0.735,6.59e-05,0.105,0.348,145.916,73.0,11.0,Allegiant Stadium,Nevada,2023-03-25,tis the damn season
193,tis the damn season,normal song,evermore (deluxe version),0.575,0.434,5.0,-8.193,1.0,0.0312,0.735,6.59e-05,0.105,0.348,145.916,73.0,12.0,Allegiant Stadium,Nevada,2023-03-24,tis the damn season
194,tis the damn season,normal song,evermore (deluxe version),0.575,0.434,5.0,-8.193,1.0,0.0312,0.735,6.59e-05,0.105,0.348,145.916,73.0,13.0,State Farm Stadium,Arizona,2023-03-18,tis the damn season
195,tis the damn season,normal song,evermore (deluxe version),0.575,0.434,5.0,-8.193,1.0,0.0312,0.735,6.59e-05,0.105,0.348,145.916,73.0,14.0,State Farm Stadium,Arizona,2023-03-17,tis the damn season
196,the 1,normal song,folklore (deluxe version),0.78,0.361,0.0,-6.942,1.0,0.048,0.75,7.14e-06,0.108,0.163,139.902,76.0,2.0,SoFi Stadium,California,2023-08-09,the 1
197,the 1,normal song,folklore (deluxe version),0.78,0.361,0.0,-6.942,1.0,0.048,0.75,7.14e-06,0.108,0.163,139.902,76.0,3.0,SoFi Stadium,California,2023-08-08,the 1
198,the 1,normal song,folklore (deluxe version),0.78,0.361,0.0,-6.942,1.0,0.048,0.75,7.14e-06,0.108,0.163,139.902,76.0,4.0,SoFi Stadium,California,2023-08-07,the 1
199,the 1,normal song,folklore (deluxe version),0.78,0.361,0.0,-6.942,1.0,0.048,0.75,7.14e-06,0.108,0.163,139.902,76.0,5.0,SoFi Stadium,California,2023-08-05,the 1
200,the 1,normal song,folklore (deluxe version),0.78,0.361,0.0,-6.942,1.0,0.048,0.75,7.14e-06,0.108,0.163,139.902,76.0,6.0,SoFi Stadium,California,2023-08-04,the 1
201,the 1,normal song,folklore (deluxe version),0.78,0.361,0.0,-6.942,1.0,0.048,0.75,7.14e-06,0.108,0.163,139.902,76.0,7.0,SoFi Stadium,California,2023-08-03,the 1
202,the 1,normal song,folklore (deluxe version),0.78,0.361,0.0,-6.942,1.0,0.048,0.75,7.14e-06,0.108,0.163,139.902,76.0,8.0,Levi's Stadium,California,2023-07-29,the 1
203,the 1,normal song,folklore (deluxe version),0.78,0.361,0.0,-6.942,1.0,0.048,0.75,7.14e-06,0.108,0.163,139.902,76.0,9.0,Levi's Stadium,California,2023-07-28,the 1
204,the 1,normal song,folklore (deluxe version),0.78,0.361,0.0,-6.942,1.0,0.048,0.75,7.14e-06,0.108,0.163,139.902,76.0,10.0,Lumen Field,Washington,2023-07-23,the 1
205,the 1,normal song,folklore (deluxe version),0.78,0.361,0.0,-6.942,1.0,0.048,0.75,7.14e-06,0.108,0.163,139.902,76.0,11.0,Lumen Field,Washington,2023-07-22,the 1
206,the 1,normal song,folklore (deluxe version),0.78,0.361,0.0,-6.942,1.0,0.048,0.75,7.14e-06,0.108,0.163,139.902,76.0,12.0,Empower Field at Mile High,Colorado,2023-07-15,the 1
207,the 1,normal song,folklore (deluxe version),0.78,0.361,0.0,-6.942,1.0,0.048,0.75,7.14e-06,0.108,0.163,139.902,76.0,13.0,Empower Field at Mile High,Colorado,2023-07-14,the 1
208,the 1,normal song,folklore (deluxe version),0.78,0.361,0.0,-6.942,1.0,0.048,0.75,7.14e-06,0.108,0.163,139.902,76.0,14.0,GEHA Field at Arrowhead Stadium,Missouri,2023-07-08,the 1
209,the 1,normal song,folklore (deluxe version),0.78,0.361,0.0,-6.942,1.0,0.048,0.75,7.14e-06,0.108,0.163,139.902,76.0,15.0,GEHA Field at Arrowhead Stadium,Missouri,2023-07-07,the 1
210,the 1,normal song,folklore (deluxe version),0.78,0.361,0.0,-6.942,1.0,0.048,0.75,7.14e-06,0.108,0.163,139.902,76.0,16.0,Paycor Stadium,Ohio,2023-07-01,the 1
211,the 1,normal song,folklore (deluxe version),0.78,0.361,0.0,-6.942,1.0,0.048,0.75,7.14e-06,0.108,0.163,139.902,76.0,17.0,Paycor Stadium,Ohio,2023-06-30,the 1
212,the 1,normal song,folklore (deluxe version),0.78,0.361,0.0,-6.942,1.0,0.048,0.75,7.14e-06,0.108,0.163,139.902,76.0,18.0,U.S. Bank Stadium,Minnesota,2023-06-24,the 1
213,the 1,normal song,folklore (deluxe version),0.78,0.361,0.0,-6.942,1.0,0.048,0.75,7.14e-06,0.108,0.163,139.902,76.0,19.0,U.S. Bank Stadium,Minnesota,2023-06-23,the 1
214,the 1,normal song,folklore (deluxe version),0.78,0.361,0.0,-6.942,1.0,0.048,0.75,7.14e-06,0.108,0.163,139.902,76.0,0.0,Acrisure Stadium,Pennsylvania,2023-06-17,the 1
215,the 1,normal song,folklore (deluxe version),0.78,0.361,0.0,-6.942,1.0,0.048,0.75,7.14e-06,0.108,0.163,139.902,76.0,1.0,Acrisure Stadium,Pennsylvania,2023-06-16,the 1
216,the 1,normal song,folklore (deluxe version),0.78,0.361,0.0,-6.942,1.0,0.048,0.75,7.14e-06,0.108,0.163,139.902,76.0,2.0,Ford Field,Michigan,2023-06-10,the 1
217,the 1,normal song,folklore (deluxe version),0.78,0.361,0.0,-6.942,1.0,0.048,0.75,7.14e-06,0.108,0.163,139.902,76.0,3.0,Ford Field,Michigan,2023-06-09,the 1
218,the 1,normal song,folklore (deluxe version),0.78,0.361,0.0,-6.942,1.0,0.048,0.75,7.14e-06,0.108,0.163,139.902,76.0,4.0,Soldier Field,Illinois,2023-06-04,the 1
219,the 1,normal song,folklore (deluxe version),0.78,0.361,0.0,-6.942,1.0,0.048,0.75,7.14e-06,0.108,0.163,139.902,76.0,5.0,Soldier Field,Illinois,2023-06-03,the 1
220,the 1,normal song,folklore (deluxe version),0.78,0.361,0.0,-6.942,1.0,0.048,0.75,7.14e-06,0.108,0.163,139.902,76.0,6.0,Soldier Field,Illinois,2023-06-02,the 1
221,the 1,normal song,folklore (deluxe version),0.78,0.361,0.0,-6.942,1.0,0.048,0.75,7.14e-06,0.108,0.163,139.902,76.0,7.0,MetLife Stadium,New Jersey,2023-05-28,the 1
222,the 1,normal song,folklore (deluxe version),0.78,0.361,0.0,-6.942,1.0,0.048,0.75,7.14e-06,0.108,0.163,139.902,76.0,8.0,MetLife Stadium,New Jersey,2023-05-27,the 1
223,the 1,normal song,folklore (deluxe version),0.78,0.361,0.0,-6.942,1.0,0.048,0.75,7.14e-06,0.108,0.163,139.902,76.0,9.0,MetLife Stadium,New Jersey,2023-05-26,the 1
224,the 1,normal song,folklore (deluxe version),0.78,0.361,0.0,-6.942,1.0,0.048,0.75,7.14e-06,0.108,0.163,139.902,76.0,10.0,Gillette Stadium,Massachusetts,2023-05-21,the 1
225,the 1,normal song,folklore (deluxe version),0.78,0.361,0.0,-6.942,1.0,0.048,0.75,7.14e-06,0.108,0.163,139.902,76.0,11.0,Gillette Stadium,Massachusetts,2023-05-20,the 1
226,the 1,normal song,folklore (deluxe version),0.78,0.361,0.0,-6.942,1.0,0.048,0.75,7.14e-06,0.108,0.163,139.902,76.0,12.0,Gillette Stadium,Massachusetts,2023-05-19,the 1
227,the 1,normal song,folklore (deluxe version),0.78,0.361,0.0,-6.942,1.0,0.048,0.75,7.14e-06,0.108,0.163,139.902,76.0,13.0,Lincoln Financial Field,Pennsylvania,2023-05-14,the 1
228,the 1,normal song,folklore (deluxe version),0.78,0.361,0.0,-6.942,1.0,0.048,0.75,7.14e-06,0.108,0.163,139.902,76.0,14.0,Lincoln Financial Field,Pennsylvania,2023-05-13,the 1
229,the 1,normal song,folklore (deluxe version),0.78,0.361,0.0,-6.942,1.0,0.048,0.75,7.14e-06,0.108,0.163,139.902,76.0,15.0,Lincoln Financial Field,Pennsylvania,2023-05-12,the 1
230,the 1,normal song,folklore (deluxe version),0.78,0.361,0.0,-6.942,1.0,0.048,0.75,7.14e-06,0.108,0.163,139.902,76.0,16.0,Nissan Stadium,Tennessee,2023-05-07,the 1
231,the 1,normal song,folklore (deluxe version),0.78,0.361,0.0,-6.942,1.0,0.048,0.75,7.14e-06,0.108,0.163,139.902,76.0,18.0,Nissan Stadium,Tennessee,2023-05-05,the 1
232,the 1,normal song,folklore (deluxe version),0.78,0.361,0.0,-6.942,1.0,0.048,0.75,7.14e-06,0.108,0.163,139.902,76.0,19.0,Mercedes-Benz Stadium,Georgia,2023-04-30,the 1
233,the 1,normal song,folklore (deluxe version),0.78,0.361,0.0,-6.942,1.0,0.048,0.75,7.14e-06,0.108,0.163,139.902,76.0,0.0,Mercedes-Benz Stadium,Georgia,2023-04-29,the 1
234,the 1,normal song,folklore (deluxe version),0.78,0.361,0.0,-6.942,1.0,0.048,0.75,7.14e-06,0.108,0.163,139.902,76.0,1.0,Mercedes-Benz Stadium,Georgia,2023-04-28,the 1
235,the 1,normal song,folklore (deluxe version),0.78,0.361,0.0,-6.942,1.0,0.048,0.75,7.14e-06,0.108,0.163,139.902,76.0,2.0,NRG Stadium,Texas,2023-04-23,the 1
236,the 1,normal song,folklore (deluxe version),0.78,0.361,0.0,-6.942,1.0,0.048,0.75,7.14e-06,0.108,0.163,139.902,76.0,3.0,NRG Stadium,Texas,2023-04-22,the 1
237,the 1,normal song,folklore (deluxe version),0.78,0.361,0.0,-6.942,1.0,0.048,0.75,7.14e-06,0.108,0.163,139.902,76.0,4.0,NRG Stadium,Texas,2023-04-21,the 1
238,the 1,normal song,folklore (deluxe version),0.78,0.361,0.0,-6.942,1.0,0.048,0.75,7.14e-06,0.108,0.163,139.902,76.0,5.0,Raymond James Stadium,Florida,2023-04-15,the 1
239,the 1,normal song,folklore (deluxe version),0.78,0.361,0.0,-6.942,1.0,0.048,0.75,7.14e-06,0.108,0.163,139.902,76.0,6.0,Raymond James Stadium,Florida,2023-04-14,the 1
240,the 1,normal song,folklore (deluxe version),0.78,0.361,0.0,-6.942,1.0,0.048,0.75,7.14e-06,0.108,0.163,139.902,76.0,7.0,Raymond James Stadium,Florida,2023-04-13,the 1
241,the 1,normal song,folklore (deluxe version),0.78,0.361,0.0,-6.942,1.0,0.048,0.75,7.14e-06,0.108,0.163,139.902,76.0,8.0,AT&T Stadium,Texas,2023-04-02,the 1
242,the 1,normal song,folklore (deluxe version),0.78,0.361,0.0,-6.942,1.0,0.048,0.75,7.14e-06,0.108,0.163,139.902,76.0,9.0,AT&T Stadium,Texas,2023-04-01,the 1
243,the 1,normal song,folklore (deluxe version),0.78,0.361,0.0,-6.942,1.0,0.048,0.75,7.14e-06,0.108,0.163,139.902,76.0,10.0,AT&T Stadium,Texas,2023-03-31,the 1
244,tolerate it,normal song,evermore (deluxe version),0.316,0.361,9.0,-10.381,1.0,0.0488,0.878,2.67e-05,0.0797,0.221,74.952,72.0,2.0,SoFi Stadium,California,2023-08-09,tolerate it
245,tolerate it,normal song,evermore (deluxe version),0.316,0.361,9.0,-10.381,1.0,0.0488,0.878,2.67e-05,0.0797,0.221,74.952,72.0,3.0,SoFi Stadium,California,2023-08-08,tolerate it
246,tolerate it,normal song,evermore (deluxe version),0.316,0.361,9.0,-10.381,1.0,0.0488,0.878,2.67e-05,0.0797,0.221,74.952,72.0,4.0,SoFi Stadium,California,2023-08-07,tolerate it
247,tolerate it,normal song,evermore (deluxe version),0.316,0.361,9.0,-10.381,1.0,0.0488,0.878,2.67e-05,0.0797,0.221,74.952,72.0,5.0,SoFi Stadium,California,2023-08-05,tolerate it
248,tolerate it,normal song,evermore (deluxe version),0.316,0.361,9.0,-10.381,1.0,0.0488,0.878,2.67e-05,0.0797,0.221,74.952,72.0,6.0,SoFi Stadium,California,2023-08-04,tolerate it
249,tolerate it,normal song,evermore (deluxe version),0.316,0.361,9.0,-10.381,1.0,0.0488,0.878,2.67e-05,0.0797,0.221,74.952,72.0,7.0,SoFi Stadium,California,2023-08-03,tolerate it
